Name Server;Hop;Time (ms)
OpenDNS;9;62.571
OpenDNS;10;73.752
OpenDNS;11;57.418
OpenDNS;1;2.455
OpenDNS;2;269.267
OpenDNS;3;72.108
OpenDNS;4;0
OpenDNS;5;0
OpenDNS;6;0
OpenDNS;7;67.915
OpenDNS;8;78.950
OpenDNS;9;98.689
OpenDNS;10;74.235
OpenDNS;11;79.985
OpenDNS;1;2.628
OpenDNS;2;64.833
OpenDNS;3;166.071
OpenDNS;4;0
OpenDNS;5;0
OpenDNS;6;0
OpenDNS;7;72.676
OpenDNS;8;83.078
OpenDNS;9;75.142
OpenDNS;10;90.358
OpenDNS;11;107.928
OpenDNS;1;2.509
OpenDNS;2;27.141
OpenDNS;3;248.924
OpenDNS;4;0
OpenDNS;5;0
OpenDNS;6;0
OpenDNS;7;54.327
OpenDNS;8;44.141
OpenDNS;9;52.443
OpenDNS;10;71.553
OpenDNS;11;111.947
OpenDNS;1;2.506
OpenDNS;2;60.786
OpenDNS;3;102.839
OpenDNS;4;0
OpenDNS;5;82.252
OpenDNS;6;0
OpenDNS;7;53.378
OpenDNS;8;24.210
OpenDNS;9;75.175
OpenDNS;10;49.469
OpenDNS;11;73.699
OpenDNS;1;2.438
OpenDNS;2;260.154
OpenDNS;3;232.853
OpenDNS;4;0
OpenDNS;5;0
OpenDNS;6;0
OpenDNS;7;52.885
OpenDNS;8;83.017
OpenDNS;9;92.299
OpenDNS;10;99.237
OpenDNS;11;74.991
OpenDNS;1;2.493
OpenDNS;2;160.109
OpenDNS;3;233.301
OpenDNS;4;0
OpenDNS;5;0
OpenDNS;6;0
OpenDNS;7;76.481
OpenDNS;8;79.366
OpenDNS;9;74.971
OpenDNS;10;58.949
OpenDNS;11;75.183
OpenDNS;1;2.601
OpenDNS;2;62.486
OpenDNS;3;73.331
OpenDNS;4;0
OpenDNS;5;53.991
OpenDNS;6;0
OpenDNS;7;85.049
OpenDNS;8;77.974
OpenDNS;9;46.077
OpenDNS;10;69.327
OpenDNS;11;73.985
OpenDNS;1;2.551
OpenDNS;2;77.861
OpenDNS;3;260.139
OpenDNS;4;0
OpenDNS;5;0
OpenDNS;6;0
OpenDNS;7;69.775
OpenDNS;8;53.836
OpenDNS;9;77.969
OpenDNS;10;82.535
OpenDNS;11;101.066
OpenDNS;1;2.794
OpenDNS;2;48.607
OpenDNS;3;34.375
OpenDNS;4;0
OpenDNS;5;0
OpenDNS;6;0
OpenDNS;7;72.458
OpenDNS;8;89.760
OpenDNS;9;82.049
OpenDNS;10;75.267
OpenDNS;11;123.971
OpenDNS;1;2.289
OpenDNS;2;288.384
OpenDNS;3;49.267
OpenDNS;4;0
OpenDNS;5;0
OpenDNS;6;0
OpenDNS;7;76.597
OpenDNS;8;57.418
OpenDNS;9;80.452
OpenDNS;10;72.221
OpenDNS;11;120.586
OpenDNS;1;2.509
OpenDNS;2;187.987
OpenDNS;3;168.938
OpenDNS;4;0
OpenDNS;5;0
OpenDNS;6;0
OpenDNS;7;65.754
OpenDNS;8;65.828
OpenDNS;9;72.328
OpenDNS;10;39.844
OpenDNS;11;106.948
OpenDNS;1;2.736
OpenDNS;2;115.781
OpenDNS;3;271.217
OpenDNS;4;0
OpenDNS;5;82.694
OpenDNS;6;0
OpenDNS;7;59.338
OpenDNS;8;56.811
OpenDNS;9;63.612
OpenDNS;10;83.991
OpenDNS;11;94.953
OpenDNS;1;2.614
OpenDNS;2;181.787
OpenDNS;3;274.104
OpenDNS;4;0
OpenDNS;5;0
OpenDNS;6;0
OpenDNS;7;76.145
OpenDNS;8;57.743
OpenDNS;9;67.335
OpenDNS;10;86.642
OpenDNS;11;104.848
OpenDNS;1;2.607
OpenDNS;2;186.953
OpenDNS;3;227.811
OpenDNS;4;0
OpenDNS;5;0
OpenDNS;6;0
OpenDNS;7;70.480
OpenDNS;8;64.162
OpenDNS;9;78.038
OpenDNS;10;68.995
OpenDNS;11;72.207
OpenDNS;1;2.533
OpenDNS;2;179.424
OpenDNS;3;271.286
OpenDNS;4;0
OpenDNS;5;0
OpenDNS;6;0
OpenDNS;7;83.086
OpenDNS;8;65.638
OpenDNS;9;28.327
OpenDNS;10;38.609
OpenDNS;11;117.153
OpenDNS;1;2.440
OpenDNS;2;89.600
OpenDNS;3;85.039
OpenDNS;4;0
OpenDNS;5;100.297
OpenDNS;6;0
OpenDNS;7;78.392
OpenDNS;8;68.451
OpenDNS;9;51.809
OpenDNS;10;78.824
OpenDNS;11;75.693
OpenDNS;1;2.563
OpenDNS;2;178.460
OpenDNS;3;272.345
OpenDNS;4;0
OpenDNS;5;0
OpenDNS;6;0
OpenDNS;7;82.587
OpenDNS;8;72.587
OpenDNS;9;89.758
OpenDNS;10;74.050
OpenDNS;11;97.490
OpenDNS;1;2.648
OpenDNS;2;82.625
OpenDNS;3;143.443
OpenDNS;4;0
OpenDNS;5;0
OpenDNS;6;0
OpenDNS;7;66.795
OpenDNS;8;160.703
OpenDNS;9;57.849
OpenDNS;10;68.827
OpenDNS;11;91.404
OpenDNS;1;2.639
OpenDNS;2;313.444
OpenDNS;3;66.751
OpenDNS;4;0
OpenDNS;5;0
OpenDNS;6;0
OpenDNS;7;70.417
OpenDNS;8;62.640
OpenDNS;9;78.372
OpenDNS;10;66.192
OpenDNS;11;70.777
OpenDNS;1;2.493
OpenDNS;2;59.847
OpenDNS;3;204.055
OpenDNS;4;0
OpenDNS;5;0
OpenDNS;6;0
OpenDNS;7;92.397
OpenDNS;8;65.376
OpenDNS;9;45.610
OpenDNS;10;68.780
OpenDNS;11;58.673
OpenDNS;1;4.149
OpenDNS;2;87.881
OpenDNS;3;47.979
OpenDNS;4;0
OpenDNS;5;41.092
OpenDNS;6;0
OpenDNS;7;58.796
OpenDNS;8;50.381
OpenDNS;9;54.130
OpenDNS;10;46.048
OpenDNS;11;64.038
OpenDNS;1;2.627
OpenDNS;2;58.926
OpenDNS;3;80.500
OpenDNS;4;0
OpenDNS;5;0
OpenDNS;6;0
OpenDNS;7;45.468
OpenDNS;8;65.452
OpenDNS;9;56.264
OpenDNS;10;66.375
OpenDNS;11;87.360
OpenDNS;1;2.387
OpenDNS;2;27.140
OpenDNS;3;66.435
OpenDNS;4;0
OpenDNS;5;63.926
OpenDNS;6;0
OpenDNS;7;63.859
OpenDNS;8;73.782
OpenDNS;9;73.264
OpenDNS;10;57.936
OpenDNS;11;46.210
OpenDNS;1;2.312
OpenDNS;2;64.597
OpenDNS;3;265.795
OpenDNS;4;0
OpenDNS;5;0
OpenDNS;6;0
OpenDNS;7;57.904
OpenDNS;8;75.242
OpenDNS;9;21.767
OpenDNS;10;34.198
OpenDNS;11;92.858
OpenDNS;1;2.368
OpenDNS;2;260.410
OpenDNS;3;72.282
OpenDNS;4;0
OpenDNS;5;68.586
OpenDNS;6;0
OpenDNS;7;30.413
OpenDNS;8;67.550
OpenDNS;9;50.336
OpenDNS;10;20.699
OpenDNS;11;72.118
Quad9;1;2.514
Quad9;2;29.466
Quad9;3;50.475
Quad9;4;0
Quad9;5;0
Quad9;6;0
Quad9;7;31.500
Quad9;8;70.073
Quad9;9;53.080
Quad9;10;53.057
Quad9;11;41.830
Quad9;12;39.107
Quad9;1;2.788
Quad9;2;242.252
Quad9;3;71.630
Quad9;4;0
Quad9;5;0
Quad9;6;0
Quad9;7;65.569
Quad9;8;47.809
Quad9;9;30.391
Quad9;10;92.351
Quad9;11;91.793
Quad9;12;43.854
Quad9;1;2.646
Quad9;2;158.017
Quad9;3;217.722
Quad9;4;0
Quad9;5;0
Quad9;6;0
Quad9;7;45.051
Quad9;8;315.691
Quad9;9;44.921
Quad9;10;91.839
Quad9;11;54.326
Quad9;12;54.969
Quad9;1;2.656
Quad9;2;270.745
Quad9;3;60.776
Quad9;4;0
Quad9;5;0
Quad9;6;0
Quad9;7;58.137
Quad9;8;81.430
Quad9;9;47.293
Quad9;10;66.765
Quad9;11;67.312
Quad9;12;91.740
Quad9;1;2.956
Quad9;2;66.261
Quad9;3;27.285
Quad9;4;0
Quad9;5;71.252
Quad9;6;0
Quad9;7;61.777
Quad9;8;51.740
Quad9;9;61.906
Quad9;10;54.641
Quad9;11;44.311
Quad9;12;56.268
Quad9;1;2.658
Quad9;2;268.884
Quad9;3;49.429
Quad9;4;0
Quad9;5;0
Quad9;6;0
Quad9;7;84.392
Quad9;8;67.725
Quad9;9;68.259
Quad9;10;70.156
Quad9;11;71.354
Quad9;12;66.131
Quad9;1;2.511
Quad9;2;59.814
Quad9;3;100.065
Quad9;4;0
Quad9;5;0
Quad9;6;0
Quad9;7;77.661
Quad9;8;56.412
Quad9;9;71.045
Quad9;10;79.079
Quad9;11;80.866
Quad9;12;39.780
Quad9;1;2.390
Quad9;2;69.095
Quad9;3;159.821
Quad9;4;0
Quad9;5;0
Quad9;6;0
Quad9;7;34.799
Quad9;8;82.345
Quad9;9;73.629
Quad9;10;78.777
Quad9;11;61.249
Quad9;12;75.215
Quad9;1;2.432
Quad9;2;60.470
Quad9;3;231.301
Quad9;4;0
Quad9;5;0
Quad9;6;0
Quad9;7;82.870
Quad9;8;65.031
Quad9;9;80.364
Quad9;10;76.306
Quad9;11;103.376
Quad9;12;83.291
Quad9;1;2.673
Quad9;2;252.461
Quad9;3;41.244
Quad9;4;0
Quad9;5;0
Quad9;6;0
Quad9;7;91.319
Quad9;8;88.541
Quad9;9;40.810
Quad9;10;69.002
Quad9;11;61.117
Quad9;12;67.312
Quad9;1;2.594
Quad9;2;41.749
Quad9;3;71.439
Quad9;4;0
Quad9;5;0
Quad9;6;0
Quad9;7;70.802
Quad9;8;78.959
Quad9;9;78.315
Quad9;10;88.273
Quad9;11;89.608
Quad9;12;48.050
Quad9;1;2.728
Quad9;2;439.043
Quad9;3;80.954
Quad9;4;0
Quad9;5;0
Quad9;6;0
Quad9;7;100.001
Quad9;8;67.324
Quad9;9;78.557
Quad9;10;74.176
Quad9;11;83.622
Quad9;12;90.693
Quad9;1;2.651
Quad9;2;146.184
Quad9;3;116.692
Quad9;4;0
Quad9;5;0
Quad9;6;0
Quad9;7;77.723
Quad9;8;73.113
Quad9;9;71.944
Quad9;10;74.678
Quad9;11;102.748
Quad9;12;86.909
Quad9;1;2.504
Quad9;2;71.011
Quad9;3;80.573
Quad9;4;0
Quad9;5;0
Quad9;6;0
Quad9;7;81.079
Quad9;8;70.238
Quad9;9;79.635
Quad9;10;32.109
Quad9;11;111.155
Quad9;12;91.697
Quad9;1;2.371
Quad9;2;92.082
Quad9;3;535.804
Quad9;4;0
Quad9;5;0
Quad9;6;0
Quad9;7;61.265
Quad9;8;59.262
Quad9;9;39.099
Quad9;10;92.371
Quad9;11;82.033
Quad9;12;57.257
Quad9;1;2.513
Quad9;2;52.464
Quad9;3;283.852
Quad9;4;0
Quad9;5;69.967
Quad9;6;0
Quad9;7;51.390
Quad9;8;69.313
Quad9;9;32.706
Quad9;10;86.056
Quad9;11;41.952
Quad9;12;58.136
Quad9;1;2.570
Quad9;2;303.852
Quad9;3;233.982
Quad9;4;0
Quad9;5;0
Quad9;6;0
Quad9;7;70.235
Quad9;8;77.969
Quad9;9;70.880
Quad9;10;64.082
Quad9;11;81.927
Quad9;12;78.817
Quad9;1;2.608
Quad9;2;240.152
Quad9;3;265.389
Quad9;4;0
Quad9;5;0
Quad9;6;0
Quad9;7;89.487
Quad9;8;52.449
Quad9;9;81.132
Quad9;10;73.089
Quad9;11;108.953
Quad9;12;60.112
Quad9;1;2.582
Quad9;2;101.551
Quad9;3;43.537
Quad9;4;0
Quad9;5;76.702
Quad9;6;0
Quad9;7;82.070
Quad9;8;83.917
Quad9;9;49.592
Quad9;10;105.866
Quad9;11;51.019
Quad9;12;72.247
Quad9;1;2.609
Quad9;2;280.454
Quad9;3;200.212
Quad9;4;0
Quad9;5;0
Quad9;6;0
Quad9;7;57.072
Quad9;8;66.048
Quad9;9;33.014
Quad9;10;72.842
Quad9;11;100.145
Quad9;12;100.166
Quad9;1;2.753
Quad9;2;131.529
Quad9;3;80.957
Quad9;4;0
Quad9;5;88.873
Quad9;6;0
Quad9;7;79.358
Quad9;8;76.489
Quad9;9;85.310
Quad9;10;77.241
Quad9;11;76.333
Quad9;12;273.016
Quad9;1;2.425
Quad9;2;279.330
Quad9;3;60.734
Quad9;4;0
Quad9;5;68.687
Quad9;6;0
Quad9;7;36.522
Quad9;8;92.295
Quad9;9;49.091
Quad9;10;0
Quad9;11;65.648
Quad9;12;61.290
Quad9;1;2.548
Quad9;2;38.849
Quad9;3;261.026
Quad9;4;0
Quad9;5;0
Quad9;6;0
Quad9;7;80.724
Quad9;8;57.660
Quad9;9;104.101
Quad9;10;50.385
Quad9;11;41.813
Quad9;12;44.773
Quad9;1;2.630
Quad9;2;179.380
Quad9;3;201.276
Quad9;4;0
Quad9;5;0
Quad9;6;0
Quad9;7;72.400
Quad9;8;112.291
Quad9;9;81.489
Quad9;10;100.901
Quad9;11;129.782
Quad9;12;98.928
Quad9;1;2.819
Quad9;2;78.245
Quad9;3;190.245
Quad9;4;0
Quad9;5;0
Quad9;6;0
Quad9;7;87.614
Quad9;8;62.247
Quad9;9;262.602
Quad9;10;52.683
Quad9;11;119.461
Quad9;12;59.582
Quad9;1;2.654
Quad9;2;242.350
Quad9;3;221.487
Quad9;4;0
Quad9;5;82.743
Quad9;6;0
Quad9;7;70.931
Quad9;8;73.291
Quad9;9;61.425
Quad9;10;91.986
Quad9;11;50.121
Quad9;12;100.358
Quad9;1;2.761
Quad9;2;59.140
Quad9;3;90.876
Quad9;4;0
Quad9;5;0
Quad9;6;0
Quad9;7;287.839
Quad9;8;71.713
Quad9;9;118.068
Quad9;10;83.549
Quad9;11;69.355
Quad9;12;75.518
Quad9;1;2.540
Quad9;2;51.397
Quad9;3;93.403
Quad9;4;0
Quad9;5;101.509
Quad9;6;0
Quad9;7;82.219
Quad9;8;115.868
Quad9;9;62.213
Quad9;10;82.872
Quad9;11;72.652
Quad9;12;105.705
Quad9;1;2.700
Quad9;2;76.722
Quad9;3;83.194
Quad9;4;0
Quad9;5;0
Quad9;6;0
Quad9;7;75.193
Quad9;8;78.245
Quad9;9;99.534
Quad9;10;30.309
Quad9;11;141.805
Quad9;12;57.023
Quad9;1;2.589
Quad9;2;249.582
Quad9;3;280.782
Quad9;4;0
Quad9;5;0
Quad9;6;0
Quad9;7;69.203
Quad9;8;71.411
Quad9;9;60.848
Quad9;10;99.355
Quad9;11;55.888
Quad9;12;74.701
Quad9;1;2.649
Quad9;2;79.440
Quad9;3;70.796
Quad9;4;0
Quad9;5;0
Quad9;6;0
Quad9;7;53.171
Quad9;8;43.363
Quad9;9;70.683
Quad9;10;75.954
Quad9;11;83.660
Quad9;12;84.173
Quad9;1;2.367
Quad9;2;292.814
Quad9;3;224.788
Quad9;4;0
Quad9;5;0
Quad9;6;0
Quad9;7;47.203
Quad9;8;92.856
Quad9;9;27.867
Quad9;10;61.179
Quad9;11;76.710
Quad9;12;39.598
Quad9;1;2.477
Quad9;2;340.736
Quad9;3;241.399
Quad9;4;0
Quad9;5;0
Quad9;6;0
Quad9;7;88.165
Quad9;8;66.497
Quad9;9;55.990
Quad9;10;31.726
Quad9;11;79.616
Quad9;12;81.309
Quad9;1;2.435
Quad9;2;79.794
Quad9;3;71.107
Quad9;4;0
Quad9;5;0
Quad9;6;0
Quad9;7;67.687
Quad9;8;96.034
Quad9;9;76.126
Quad9;10;104.274
Quad9;11;75.170
Quad9;12;360.744
Quad9;1;2.300
Quad9;2;71.635
Quad9;3;105.312
Quad9;4;0
Quad9;5;85.718
Quad9;6;0
Quad9;7;393.998
Quad9;8;82.367
Quad9;9;51.873
Quad9;10;101.644
Quad9;11;65.019
Quad9;12;99.103
Quad9;1;2.384
Quad9;2;91.530
Quad9;3;90.896
Quad9;4;0
Quad9;5;0
Quad9;6;0
Quad9;7;66.535
Quad9;8;69.871
Quad9;9;76.831
Quad9;10;70.920
Quad9;11;106.066
Quad9;12;91.736
Quad9;1;2.570
Quad9;2;81.970
Quad9;3;101.851
Quad9;4;0
Quad9;5;0
Quad9;6;0
Quad9;7;75.383
Quad9;8;76.300
Quad9;9;56.716
Quad9;10;67.066
Quad9;11;75.656
Quad9;12;161.465
Quad9;1;2.532
Quad9;2;42.193
Quad9;3;63.194
Quad9;4;0
Quad9;5;0
Quad9;6;0
Quad9;7;56.902
Quad9;8;48.058
Quad9;9;32.906
Quad9;10;239.725
Quad9;11;73.847
Quad9;12;53.856
Quad9;1;2.608
Quad9;2;277.737
Quad9;3;69.478
Quad9;4;0
Quad9;5;0
Quad9;6;0
Quad9;7;65.390
Quad9;8;63.201
Quad9;9;65.644
Quad9;10;98.338
Quad9;11;70.615
Quad9;12;51.707
Quad9;1;2.547
Quad9;2;86.325
Quad9;3;76.085
Quad9;4;0
Quad9;5;0
Quad9;6;0
Quad9;7;55.537
Quad9;8;66.483
Quad9;9;65.178
Quad9;10;77.832
Quad9;11;74.983
Quad9;12;70.040
Quad9;1;2.680
Quad9;2;240.811
Quad9;3;331.306
Quad9;4;0
Quad9;5;56.740
Quad9;6;0
Quad9;7;77.469
Quad9;8;60.572
Quad9;9;63.466
Quad9;10;44.062
Quad9;11;81.304
Quad9;12;67.982
Quad9;1;2.696
Quad9;2;129.684
Quad9;3;83.004
Quad9;4;0
Quad9;5;0
Quad9;6;0
Quad9;7;70.999
Quad9;8;48.869
Quad9;9;52.067
Quad9;10;77.634
Quad9;11;91.531
Quad9;12;103.352
Quad9;1;2.275
Quad9;2;78.036
Quad9;3;179.255
Quad9;4;0
Quad9;5;72.795
Quad9;6;0
Quad9;7;81.385
Quad9;8;26.685
Quad9;9;55.972
Quad9;10;35.383
Quad9;11;75.890
Quad9;12;56.892
Quad9;1;2.556
Quad9;2;91.285
Quad9;3;92.210
Quad9;4;0
Quad9;5;0
Quad9;6;0
Quad9;7;109.856
Quad9;8;91.984
Quad9;9;28.369
Quad9;10;82.729
Quad9;11;59.597
Quad9;12;96.171
Quad9;1;2.424
Quad9;2;42.875
Quad9;3;251.346
Quad9;4;0
Quad9;5;0
Quad9;6;0
Quad9;7;64.619
Quad9;8;82.313
Quad9;9;80.488
Quad9;10;97.070
Quad9;11;55.093
Quad9;12;31.208
Quad9;1;2.504
Quad9;2;197.043
Quad9;3;218.986
Quad9;4;0
Quad9;5;69.374
Quad9;6;0
Quad9;7;36.793
Quad9;8;69.109
Quad9;9;91.726
Quad9;10;329.496
Quad9;11;84.874
Quad9;12;73.664
Quad9;1;2.196
Quad9;2;91.858
Quad9;3;277.716
Quad9;4;0
Quad9;5;0
Quad9;6;0
Quad9;7;71.139
Quad9;8;62.415
Quad9;9;80.420
Quad9;10;93.670
Quad9;11;53.386
Quad9;12;68.115
Quad9;1;2.683
Quad9;2;426.911
Quad9;3;205.082
Quad9;4;0
Quad9;5;0
Quad9;6;0
Quad9;7;64.172
Quad9;8;65.795
Quad9;9;55.978
Quad9;10;113.137
Quad9;11;161.589
Quad9;12;108.346
Quad9;1;2.307
Quad9;2;84.989
Quad9;3;72.636
Quad9;4;0
Quad9;5;0
Quad9;6;0
Quad9;7;69.701
Quad9;8;49.200
Quad9;9;76.714
Quad9;10;59.973
Quad9;11;41.078
Quad9;12;91.518
Quad9;1;2.187
Quad9;2;212.311
Quad9;3;253.671
Quad9;4;0
Quad9;5;0
Quad9;6;0
Quad9;7;65.196
Quad9;8;83.609
Quad9;9;72.864
Quad9;10;78.028
Quad9;11;76.343
Quad9;12;92.017
